,@ES.#,SW#.C,EX#.,@NQ.#,@YM.#,LF#.,XG#.,total
2020-05-13 14:00:00,149.1063248965523,158.206392223352,121.04265622700382,152.4065858993347,145.64330461272996,154.6456248376132,205.42232909710694,486.4732177936929
2020-05-13 16:00:00,149.3121046227758,158.93069666115375,121.04265622700382,152.64675401701706,145.9094709448706,154.33588629338436,205.40378224311706,487.5813510093224
2020-05-14 04:00:00,148.1141461300017,159.01117493202062,121.80957011976963,152.09744972057098,145.19322399306589,155.62831094332284,204.89185773827944,486.7457335770311
2020-05-14 06:00:00,148.8514898940517,159.59751661976495,122.69381449275998,153.16154074127982,145.97482093773237,156.45322520785152,205.81016196818854,492.54256986162886
2020-05-14 08:00:00,149.96649753724924,160.41379622427172,124.06037397829054,152.4574562594869,147.12057100434575,157.7601118516554,206.9520946893191,498.73090154461863
2020-05-14 10:00:00,151.00892101004936,159.80446074485116,122.45265693648989,152.79536834739898,148.62013345583279,156.50883740546018,205.65790427203783,496.8482821721202
2020-05-14 12:00:00,151.85614702808707,159.35608180716432,121.80957011976963,153.54262109465168,149.5482704236183,156.01759632658357,206.29056518323392,498.42085198310855
2020-05-14 14:00:00,151.85614702808707,158.7927339110963,120.88513282073426,154.81185186388248,149.5482704236183,156.40097056898483,207.0877605921568,499.38286720855996
2020-05-14 16:00:00,151.85614702808707,158.68926184855317,120.88513282073426,154.81185186388248,149.5482704236183,156.26909415602327,207.11491482764524,499.17467296854375
2020-05-15 04:00:00,152.37545878213177,158.67776495271505,121.5700801201992,155.57177258030424,150.19316677974706,155.74107261036613,207.54103101532576,501.6703468407892
2020-05-15 06:00:00,151.10179877859383,159.26410664045935,120.27715082726985,153.82626489465798,148.90130075103892,156.52928692959293,206.3728285119328,496.2727373335456
2020-05-15 08:00:00,151.80054280831257,158.83872149444878,119.25886496015677,154.54341146317932,149.77994363925117,155.60970355716168,207.06923355616402,496.90042147867433
2020-05-15 10:00:00,151.5617315576492,159.3330880154881,119.87011190392205,154.31067710509316,149.34932162968178,156.0131942205754,206.88101597664203,497.3191404090517
2020-05-15 12:00:00,152.22509614282524,158.98818114034438,119.46261394141186,155.2389083239717,150.03222724081706,155.70353859516482,207.21039674080544,498.86096212534045
2020-05-15 14:00:00,152.22509614282524,158.91919976531562,119.0958657751527,155.2389083239717,150.03222724081706,155.37511596215367,207.58212646036122,498.46853967059724
2020-05-15 16:00:00,152.07012119212945,157.91896982739888,119.0958657751527,155.53597657742253,150.19191669292277,154.42738207832147,207.41273063879146,496.65296278213924
2020-05-18 04:00:00,153.21529384893003,157.746516389827,121.03502724201506,155.9797994751013,151.42045359743454,153.4514976830883,209.6431089561263,502.49169719252245
2020-05-18 06:00:00,154.1578590356812,157.32113124381647,122.0855322925201,156.71133033069765,152.5151063058312,154.06987264653253,210.38186295574988,507.242694810829
2020-05-18 08:00:00,154.69520928233382,156.88424920196775,123.1764413834292,156.55591351888597,153.45772391583947,154.84740649212344,211.3323617323356,510.9493055269153
2020-05-18 10:00:00,155.3382677742295,156.1024602849753,124.50977471676252,157.26868717305678,153.9659555304522,155.89936404792292,212.5793031966684,515.6638127240676
2020-05-18 12:00:00,155.53206622384192,155.88401926405098,124.8734110803989,157.45357958710858,154.2960888869528,156.07316573105504,212.93691659776005,517.0492473711682
2020-05-18 14:00:00,155.29422267204487,155.9530006390797,124.71179491878273,157.18829916694725,154.2396187075514,156.00913353200636,212.85692412646318,516.2529937628755
2020-05-18 16:00:00,155.2325595289864,156.33239820173782,124.75219895918677,157.15614396450346,154.14405378856438,155.7438572788047,212.84751324748714,516.2087249692706
2020-05-19 04:00:00,155.82668537409302,156.35539199341406,123.74209794908576,157.8958037496173,154.98857972446407,155.30477934247105,212.04288309503085,516.156221228176
2020-05-19 06:00:00,155.9123458161009,156.01048511827034,124.22694643393426,158.014568595223,155.13094039942115,155.3871064555336,212.31109314584958,516.9934859643328
2020-05-19 08:00:00,155.9808741697072,156.29790751422345,123.58048178746961,158.48434954006333,154.82528365613095,154.59127769592877,212.14169732427987,515.9018716878032
2020-05-19 10:00:00,156.24642153993162,156.1714416600041,123.94411815110598,158.3023005517446,155.13931455677158,154.80166920708865,212.55577599922813,517.1610416658747
2020-05-19 12:00:00,156.28068571673478,156.28641061838533,124.10573431272212,158.1502531549009,155.03045051121612,154.7833742930748,212.46042803596322,517.0973366429972
2020-05-19 14:00:00,157.47822791112944,156.98772126451084,122.89361310060093,159.31944520649216,153.67802409912386,153.76800656530307,213.40137256504286,517.5264107122032
2020-05-19 16:00:00,157.46116743172996,157.05670263953962,122.89361310060093,159.25915054912306,153.75757859395281,154.7833742930748,213.40137256504286,518.612959173064
2020-05-20 04:00:00,158.60599236522216,156.1714416600041,125.52482573148778,160.61266876258253,153.7461489431409,154.49959503328313,215.92668326164912,525.0873557573697
2020-05-20 06:00:00,158.571625151544,156.35539199341406,125.33132727947539,160.50482794614865,153.7461489431409,154.49959503328313,215.76898298229435,524.7778993293006
2020-05-20 08:00:00,158.95825630542322,156.24042303503282,125.71832418350014,161.18869653816841,153.7461489431409,154.66611125614116,216.01229198472743,526.5302522461342
2020-05-20 10:00:00,159.3019284422047,155.79204409734604,126.6471167531596,161.49380714076185,154.05477683394673,155.29487259630102,216.82332199283775,529.4078678565577
2020-05-20 12:00:00,158.9324808951646,156.05647270162285,126.18272046832988,161.14661231712103,153.64502644719255,154.9715096213617,216.44033560011897,527.3751580509115
2020-05-20 14:00:00,159.07854155329673,155.98749132659412,126.45361830114722,161.3885965881434,153.88335065173322,155.30385490116046,216.7782647701649,528.8737180922402
2020-05-20 16:00:00,159.25896942510704,157.88447913988452,126.53101768195219,161.23441035994117,154.04223345476038,154.86372196304853,216.77259234686062,530.5874243715544
2020-05-22 04:00:00,157.65157268202665,157.88447913988452,124.51863378102338,161.58535730451706,151.90311429304083,153.00438485714716,217.5289707561978,524.0765128138373
2020-05-22 06:00:00,156.91729486585527,157.88447913988452,125.60222511229273,160.89237116423985,151.21176255193723,154.1181906597161,216.61642322768066,523.2427467216063
2020-05-22 08:00:00,156.8350184680667,157.88447913988452,125.71832418350014,160.47500451157293,150.9089609977812,154.00142069654356,216.9328288824618,522.7560368798107
2020-05-22 10:00:00,156.7322787420393,157.88447913988452,125.48612604108529,160.14950272500494,150.79989602022343,154.20801370831038,216.66885859030486,521.9291549668527
2020-05-22 12:00:00,157.00625134477903,157.88447913988452,125.71832418350014,160.50259159878223,151.02641558899728,154.36969519578005,216.87019186398388,523.3779489157071
2020-05-22 14:00:00,157.22885408450506,157.88447913988452,125.95052232591502,160.59674863178947,151.28649361240429,154.36969519578005,217.06705106491447,524.3838440551928
2020-05-22 16:00:00,157.43433353655988,157.88447913988452,126.06662139712245,160.75629249327403,151.49623395386158,156.06735081421175,217.1117917923987,526.8171031273129
2020-05-26 04:00:00,156.2943331794868,157.88447913988452,123.94117011969144,159.45595137890146,150.00323645630982,155.62721787609982,214.39480755704955,517.6011957074235
2020-05-26 06:00:00,156.38773557398457,157.88447913988452,124.28298553936482,159.75734402076387,150.04912332432252,155.20504954770678,214.47040006894426,518.0371172149713
2020-05-26 08:00:00,156.4301912078472,157.88447913988452,124.57410724877171,159.1900289608583,149.77380211624643,155.0523503650965,214.25251576995365,517.1574748086583
2020-05-26 10:00:00,156.5830314897526,157.88447913988452,124.64853970132101,158.63688892638353,149.69871451404384,154.62832857259917,214.1146706012045,516.1946529451892
2020-05-26 12:00:00,156.8210984770886,157.88447913988452,124.87183705896894,158.86586317321263,149.38584950486648,154.44972525057742,213.94569910402808,516.2245517086267
2020-05-26 14:00:00,156.13317901400137,157.88447913988452,124.20194498602517,158.05287595975204,149.95317805484146,154.88730338953079,214.53265272579867,515.645613269834
2020-05-26 16:00:00,156.37646760460538,157.88447913988452,124.2391612122998,158.31272313873785,149.68619991367677,154.5568872437905,214.5789955981167,515.6349138511115
2020-05-27 04:00:00,155.4397591738229,157.88447913988452,122.56862541763546,158.43121165119516,148.17193326925826,152.95838751169546,213.25778812501167,508.71218428850347
2020-05-27 06:00:00,155.73345725219832,157.88447913988452,122.3464854694681,157.76770699888715,148.37633840858754,152.76104926178732,213.1199877632857,507.9895042940986
2020-05-27 08:00:00,154.76269544583388,157.88447913988452,123.27206858683205,156.18929163460754,149.00623996039795,152.1135735421268,213.96832124016106,507.1966695498438
2020-05-27 10:00:00,154.6461647316671,157.63790329713663,122.7907653658028,156.04674180696324,148.98538229311944,152.5860558240412,213.7487019136603,506.4417152323908
2020-05-27 12:00:00,154.91252064976266,157.80580121520242,122.64267206702458,156.6972873840309,148.8977800905498,152.67355254291428,213.61951407454222,507.2491280240269
2020-05-27 14:00:00,155.95297345482342,158.08563107864546,122.30946214477355,157.7132788828775,147.68386385494156,152.9710413870826,213.21041925066837,507.9266700538125
2020-05-27 16:00:00,156.14441677095462,157.95131274419282,122.30946214477355,157.78844151927174,147.49197331597944,152.9710413870826,213.1975004667566,507.8541483490114
2020-05-28 04:00:00,157.58652005039445,156.76530485465284,122.08370379114446,157.12752868201184,147.24585284209323,153.90922427213755,213.54200137107145,508.2601358635058
2020-05-28 06:00:00,157.88855637770277,156.3961773378743,122.59021609215748,157.14826320239644,146.87458636453613,153.1995747697576,213.83782378483278,507.93519792925747
2020-05-28 08:00:00,157.81381796215717,156.0941639150555,122.98819004295342,157.66662621201212,147.3501411784857,153.06976083639543,214.12641182540492,509.10911197246423
